"sub"	"vax"	"choice"	"covid_vax_attitude"
946	"Novavax"	1	"Pro"
946	"Bharat Biotech"	0	"Pro"
946	"BioNTech/Pfizer"	1	"Pro"
946	"CanSino Biologics"	0	"Pro"
947	"Sinovac"	0	"Anti"
947	"AstraZeneca"	0	"Anti"
947	"Johnson & Johnson"	0	"Anti"
947	"Novavax"	0	"Anti"
947	"CanSino Biologics"	0	"Anti"
947	"BioNTech/Pfizer"	0	"Anti"
947	"Bharat Biotech"	0	"Anti"
947	"Moderna"	0	"Anti"
948	"Moderna"	1	"Neutral"
948	"AstraZeneca"	1	"Neutral"
948	"Sinovac"	0	"Neutral"
948	"Johnson & Johnson"	0	"Neutral"
948	"Novavax"	0	"Neutral"
948	"CanSino Biologics"	0	"Neutral"
948	"Bharat Biotech"	0	"Neutral"
948	"BioNTech/Pfizer"	1	"Neutral"
949	"Moderna"	0	"Anti"
949	"Bharat Biotech"	1	"Anti"
949	"Sinovac"	0	"Anti"
949	"CanSino Biologics"	0	"Anti"
949	"Novavax"	0	"Anti"
949	"AstraZeneca"	0	"Anti"
949	"BioNTech/Pfizer"	1	"Anti"
949	"Johnson & Johnson"	1	"Anti"
950	"CanSino Biologics"	0	"Neutral"
950	"Novavax"	1	"Neutral"
950	"Sinovac"	0	"Neutral"
950	"BioNTech/Pfizer"	0	"Neutral"
950	"AstraZeneca"	0	"Neutral"
950	"Moderna"	0	"Neutral"
950	"Johnson & Johnson"	0	"Neutral"
950	"Bharat Biotech"	1	"Neutral"
951	"Novavax"	1	"Neutral"
951	"Moderna"	1	"Neutral"
951	"AstraZeneca"	0	"Neutral"
951	"BioNTech/Pfizer"	1	"Neutral"
951	"Johnson & Johnson"	0	"Neutral"
951	"CanSino Biologics"	0	"Neutral"
951	"Bharat Biotech"	0	"Neutral"
951	"Sinovac"	0	"Neutral"
952	"BioNTech/Pfizer"	0	"Anti"
952	"CanSino Biologics"	0	"Anti"
952	"Johnson & Johnson"	0	"Anti"
952	"AstraZeneca"	0	"Anti"
952	"Bharat Biotech"	0	"Anti"
952	"Sinovac"	0	"Anti"
952	"Novavax"	0	"Anti"
952	"Moderna"	0	"Anti"
953	"Johnson & Johnson"	0	"Neutral"
953	"Novavax"	1	"Neutral"
953	"AstraZeneca"	0	"Neutral"
953	"CanSino Biologics"	0	"Neutral"
953	"Moderna"	1	"Neutral"
953	"BioNTech/Pfizer"	1	"Neutral"
953	"Bharat Biotech"	1	"Neutral"
953	"Sinovac"	0	"Neutral"
954	"Moderna"	1	"Neutral"
954	"Novavax"	0	"Neutral"
954	"Sinovac"	0	"Neutral"
954	"BioNTech/Pfizer"	1	"Neutral"
954	"CanSino Biologics"	0	"Neutral"
954	"AstraZeneca"	0	"Neutral"
954	"Bharat Biotech"	0	"Neutral"
954	"Johnson & Johnson"	0	"Neutral"
955	"BioNTech/Pfizer"	1	"Anti"
955	"CanSino Biologics"	0	"Anti"
955	"Novavax"	1	"Anti"
955	"AstraZeneca"	1	"Anti"
955	"Sinovac"	0	"Anti"
955	"Moderna"	1	"Anti"
955	"Johnson & Johnson"	1	"Anti"
955	"Bharat Biotech"	1	"Anti"
956	"BioNTech/Pfizer"	0	"Anti"
956	"Bharat Biotech"	0	"Anti"
956	"Moderna"	0	"Anti"
956	"AstraZeneca"	0	"Anti"
956	"Sinovac"	0	"Anti"
956	"Johnson & Johnson"	0	"Anti"
956	"CanSino Biologics"	0	"Anti"
956	"Novavax"	0	"Anti"
957	"Moderna"	0	"Anti"
957	"Sinovac"	0	"Anti"
957	"BioNTech/Pfizer"	0	"Anti"
957	"Novavax"	0	"Anti"
957	"AstraZeneca"	0	"Anti"
957	"Johnson & Johnson"	0	"Anti"
957	"Bharat Biotech"	0	"Anti"
957	"CanSino Biologics"	0	"Anti"
958	"Bharat Biotech"	0	"Anti"
958	"Johnson & Johnson"	0	"Anti"
958	"BioNTech/Pfizer"	0	"Anti"
958	"CanSino Biologics"	0	"Anti"
958	"AstraZeneca"	0	"Anti"
958	"Sinovac"	0	"Anti"
958	"Moderna"	0	"Anti"
958	"Novavax"	0	"Anti"
959	"Bharat Biotech"	0	"Anti"
959	"Novavax"	0	"Anti"
959	"BioNTech/Pfizer"	0	"Anti"
959	"Moderna"	0	"Anti"
959	"Johnson & Johnson"	0	"Anti"
959	"AstraZeneca"	0	"Anti"
959	"Sinovac"	0	"Anti"
959	"CanSino Biologics"	0	"Anti"
960	"Johnson & Johnson"	0	"Neutral"
960	"Novavax"	1	"Neutral"
960	"Bharat Biotech"	1	"Neutral"
960	"Moderna"	1	"Neutral"
960	"CanSino Biologics"	1	"Neutral"
960	"Sinovac"	0	"Neutral"
960	"AstraZeneca"	1	"Neutral"
960	"BioNTech/Pfizer"	1	"Neutral"
961	"Bharat Biotech"	1	"Neutral"
961	"Sinovac"	0	"Neutral"
961	"CanSino Biologics"	0	"Neutral"
961	"Johnson & Johnson"	0	"Neutral"
961	"BioNTech/Pfizer"	1	"Neutral"
961	"Novavax"	1	"Neutral"
961	"AstraZeneca"	0	"Neutral"
961	"Moderna"	0	"Neutral"
962	"Novavax"	1	"Anti"
962	"Moderna"	0	"Anti"
962	"BioNTech/Pfizer"	0	"Anti"
962	"AstraZeneca"	0	"Anti"
962	"Bharat Biotech"	1	"Anti"
962	"Johnson & Johnson"	0	"Anti"
962	"CanSino Biologics"	0	"Anti"
962	"Sinovac"	0	"Anti"
963	"AstraZeneca"	1	"Anti"
963	"Bharat Biotech"	0	"Anti"
963	"Johnson & Johnson"	0	"Anti"
963	"CanSino Biologics"	0	"Anti"
963	"Moderna"	0	"Anti"
963	"BioNTech/Pfizer"	0	"Anti"
963	"Sinovac"	0	"Anti"
963	"Novavax"	0	"Anti"
964	"Novavax"	1	"Neutral"
964	"BioNTech/Pfizer"	0	"Neutral"
964	"Bharat Biotech"	1	"Neutral"
964	"Sinovac"	0	"Neutral"
964	"CanSino Biologics"	1	"Neutral"
964	"AstraZeneca"	0	"Neutral"
964	"Moderna"	0	"Neutral"
964	"Johnson & Johnson"	0	"Neutral"
965	"Sinovac"	0	"Anti"
965	"Bharat Biotech"	0	"Anti"
965	"Johnson & Johnson"	0	"Anti"
965	"BioNTech/Pfizer"	0	"Anti"
965	"CanSino Biologics"	0	"Anti"
965	"Novavax"	0	"Anti"
965	"AstraZeneca"	0	"Anti"
965	"Moderna"	0	"Anti"
966	"Novavax"	0	"Neutral"
966	"Sinovac"	0	"Neutral"
966	"Bharat Biotech"	0	"Neutral"
966	"CanSino Biologics"	0	"Neutral"
966	"Moderna"	0	"Neutral"
966	"Johnson & Johnson"	0	"Neutral"
966	"AstraZeneca"	0	"Neutral"
966	"BioNTech/Pfizer"	0	"Neutral"
967	"AstraZeneca"	0	"Neutral"
967	"BioNTech/Pfizer"	0	"Neutral"
967	"Novavax"	1	"Neutral"
967	"Johnson & Johnson"	1	"Neutral"
967	"CanSino Biologics"	1	"Neutral"
967	"Sinovac"	0	"Neutral"
967	"Moderna"	0	"Neutral"
967	"Bharat Biotech"	1	"Neutral"
968	"Moderna"	0	"Anti"
968	"BioNTech/Pfizer"	0	"Anti"
968	"Sinovac"	0	"Anti"
968	"Johnson & Johnson"	1	"Anti"
968	"Bharat Biotech"	1	"Anti"
968	"AstraZeneca"	1	"Anti"
968	"CanSino Biologics"	0	"Anti"
968	"Novavax"	1	"Anti"
969	"AstraZeneca"	0	"Anti"
969	"Johnson & Johnson"	0	"Anti"
969	"Bharat Biotech"	1	"Anti"
969	"Novavax"	0	"Anti"
969	"Moderna"	0	"Anti"
969	"CanSino Biologics"	0	"Anti"
969	"Sinovac"	0	"Anti"
969	"BioNTech/Pfizer"	0	"Anti"
970	"Sinovac"	1	"Pro"
970	"AstraZeneca"	1	"Pro"
970	"Bharat Biotech"	1	"Pro"
970	"BioNTech/Pfizer"	1	"Pro"
970	"CanSino Biologics"	1	"Pro"
970	"Novavax"	1	"Pro"
970	"Johnson & Johnson"	1	"Pro"
970	"Moderna"	1	"Pro"
971	"BioNTech/Pfizer"	1	"Neutral"
971	"Johnson & Johnson"	0	"Neutral"
971	"Novavax"	0	"Neutral"
971	"Sinovac"	0	"Neutral"
971	"Moderna"	1	"Neutral"
971	"AstraZeneca"	0	"Neutral"
971	"Bharat Biotech"	1	"Neutral"
971	"CanSino Biologics"	0	"Neutral"
972	"Johnson & Johnson"	0	"Pro"
972	"Novavax"	1	"Pro"
972	"Moderna"	1	"Pro"
972	"CanSino Biologics"	1	"Pro"
972	"Sinovac"	0	"Pro"
972	"BioNTech/Pfizer"	1	"Pro"
972	"AstraZeneca"	0	"Pro"
972	"Bharat Biotech"	1	"Pro"
973	"Bharat Biotech"	1	"Neutral"
973	"AstraZeneca"	0	"Neutral"
973	"Johnson & Johnson"	0	"Neutral"
973	"Moderna"	0	"Neutral"
973	"Novavax"	0	"Neutral"
973	"Sinovac"	0	"Neutral"
973	"CanSino Biologics"	0	"Neutral"
973	"BioNTech/Pfizer"	0	"Neutral"
974	"Novavax"	1	"Pro"
974	"Bharat Biotech"	1	"Pro"
974	"Moderna"	1	"Pro"
974	"Sinovac"	0	"Pro"
974	"CanSino Biologics"	0	"Pro"
974	"Johnson & Johnson"	1	"Pro"
974	"BioNTech/Pfizer"	1	"Pro"
974	"AstraZeneca"	1	"Pro"
975	"Novavax"	1	"Pro"
975	"AstraZeneca"	0	"Pro"
975	"CanSino Biologics"	1	"Pro"
975	"Bharat Biotech"	1	"Pro"
975	"Moderna"	1	"Pro"
975	"BioNTech/Pfizer"	1	"Pro"
975	"Sinovac"	0	"Pro"
975	"Johnson & Johnson"	0	"Pro"
976	"Moderna"	1	"Neutral"
976	"AstraZeneca"	1	"Neutral"
976	"Novavax"	1	"Neutral"
976	"Johnson & Johnson"	1	"Neutral"
976	"Bharat Biotech"	1	"Neutral"
976	"CanSino Biologics"	0	"Neutral"
976	"Sinovac"	0	"Neutral"
976	"BioNTech/Pfizer"	1	"Neutral"
977	"Bharat Biotech"	0	"Anti"
977	"AstraZeneca"	0	"Anti"
977	"Novavax"	0	"Anti"
977	"Johnson & Johnson"	0	"Anti"
977	"CanSino Biologics"	0	"Anti"
977	"BioNTech/Pfizer"	0	"Anti"
977	"Moderna"	0	"Anti"
977	"Sinovac"	0	"Anti"
978	"AstraZeneca"	0	"Neutral"
978	"CanSino Biologics"	0	"Neutral"
978	"Johnson & Johnson"	0	"Neutral"
978	"Bharat Biotech"	1	"Neutral"
978	"Sinovac"	0	"Neutral"
978	"BioNTech/Pfizer"	1	"Neutral"
978	"Moderna"	0	"Neutral"
978	"Novavax"	1	"Neutral"
979	"AstraZeneca"	0	"Anti"
979	"BioNTech/Pfizer"	0	"Anti"
979	"Johnson & Johnson"	0	"Anti"
979	"Moderna"	0	"Anti"
979	"Bharat Biotech"	0	"Anti"
979	"CanSino Biologics"	0	"Anti"
979	"Sinovac"	0	"Anti"
979	"Novavax"	0	"Anti"
980	"CanSino Biologics"	0	"Anti"
980	"Moderna"	0	"Anti"
980	"Bharat Biotech"	0	"Anti"
980	"Novavax"	1	"Anti"
980	"Johnson & Johnson"	0	"Anti"
980	"Sinovac"	0	"Anti"
980	"AstraZeneca"	0	"Anti"
980	"BioNTech/Pfizer"	0	"Anti"
981	"Novavax"	1	"Neutral"
981	"Moderna"	1	"Neutral"
981	"CanSino Biologics"	0	"Neutral"
981	"AstraZeneca"	0	"Neutral"
981	"BioNTech/Pfizer"	0	"Neutral"
981	"Johnson & Johnson"	0	"Neutral"
981	"Sinovac"	0	"Neutral"
981	"Bharat Biotech"	0	"Neutral"
982	"CanSino Biologics"	0	"Neutral"
982	"Bharat Biotech"	1	"Neutral"
982	"AstraZeneca"	0	"Neutral"
982	"Sinovac"	0	"Neutral"
982	"Novavax"	0	"Neutral"
982	"BioNTech/Pfizer"	0	"Neutral"
982	"Moderna"	0	"Neutral"
982	"Johnson & Johnson"	0	"Neutral"
983	"Sinovac"	0	"Anti"
983	"Moderna"	0	"Anti"
983	"AstraZeneca"	0	"Anti"
983	"Novavax"	0	"Anti"
983	"Bharat Biotech"	0	"Anti"
983	"BioNTech/Pfizer"	0	"Anti"
983	"CanSino Biologics"	0	"Anti"
983	"Johnson & Johnson"	0	"Anti"
984	"BioNTech/Pfizer"	1	"Pro"
984	"AstraZeneca"	0	"Pro"
984	"Bharat Biotech"	0	"Pro"
984	"Novavax"	1	"Pro"
984	"Sinovac"	0	"Pro"
984	"CanSino Biologics"	0	"Pro"
984	"Johnson & Johnson"	1	"Pro"
984	"Moderna"	1	"Pro"
985	"BioNTech/Pfizer"	1	"Neutral"
985	"AstraZeneca"	1	"Neutral"
985	"Sinovac"	0	"Neutral"
985	"Novavax"	0	"Neutral"
985	"CanSino Biologics"	0	"Neutral"
985	"Johnson & Johnson"	0	"Neutral"
985	"Moderna"	1	"Neutral"
985	"Bharat Biotech"	1	"Neutral"
986	"Bharat Biotech"	1	"Neutral"
986	"CanSino Biologics"	0	"Neutral"
986	"Novavax"	1	"Neutral"
986	"Johnson & Johnson"	0	"Neutral"
986	"Sinovac"	0	"Neutral"
986	"AstraZeneca"	1	"Neutral"
986	"Moderna"	1	"Neutral"
986	"BioNTech/Pfizer"	0	"Neutral"
987	"Novavax"	0	"Neutral"
987	"CanSino Biologics"	0	"Neutral"
987	"Johnson & Johnson"	1	"Neutral"
987	"AstraZeneca"	1	"Neutral"
987	"Bharat Biotech"	1	"Neutral"
987	"Moderna"	1	"Neutral"
987	"BioNTech/Pfizer"	1	"Neutral"
987	"Sinovac"	0	"Neutral"
988	"Novavax"	1	"Pro"
988	"Bharat Biotech"	0	"Pro"
988	"Moderna"	1	"Pro"
988	"AstraZeneca"	1	"Pro"
988	"Sinovac"	0	"Pro"
988	"CanSino Biologics"	0	"Pro"
988	"BioNTech/Pfizer"	1	"Pro"
988	"Johnson & Johnson"	0	"Pro"
989	"BioNTech/Pfizer"	0	"Anti"
989	"Novavax"	0	"Anti"
989	"Moderna"	0	"Anti"
989	"AstraZeneca"	0	"Anti"
989	"Sinovac"	0	"Anti"
989	"Bharat Biotech"	0	"Anti"
989	"CanSino Biologics"	0	"Anti"
989	"Johnson & Johnson"	0	"Anti"
990	"CanSino Biologics"	0	"Anti"
990	"Sinovac"	0	"Anti"
990	"BioNTech/Pfizer"	1	"Anti"
990	"Johnson & Johnson"	1	"Anti"
990	"Novavax"	0	"Anti"
990	"Moderna"	1	"Anti"
990	"Bharat Biotech"	0	"Anti"
990	"AstraZeneca"	1	"Anti"
991	"CanSino Biologics"	0	"Neutral"
991	"Sinovac"	0	"Neutral"
991	"Novavax"	0	"Neutral"
991	"Bharat Biotech"	0	"Neutral"
991	"Johnson & Johnson"	0	"Neutral"
991	"BioNTech/Pfizer"	1	"Neutral"
991	"AstraZeneca"	0	"Neutral"
991	"Moderna"	1	"Neutral"
992	"Novavax"	0	"Anti"
992	"CanSino Biologics"	0	"Anti"
992	"BioNTech/Pfizer"	0	"Anti"
992	"Moderna"	0	"Anti"
992	"Sinovac"	0	"Anti"
992	"Bharat Biotech"	0	"Anti"
992	"AstraZeneca"	0	"Anti"
992	"Johnson & Johnson"	0	"Anti"
993	"Bharat Biotech"	0	"Neutral"
993	"BioNTech/Pfizer"	1	"Neutral"
993	"AstraZeneca"	0	"Neutral"
993	"Johnson & Johnson"	0	"Neutral"
993	"CanSino Biologics"	0	"Neutral"
993	"Novavax"	0	"Neutral"
993	"Moderna"	1	"Neutral"
993	"Sinovac"	0	"Neutral"
994	"Johnson & Johnson"	0	"Anti"
994	"BioNTech/Pfizer"	0	"Anti"
994	"Sinovac"	0	"Anti"
994	"Moderna"	0	"Anti"
994	"CanSino Biologics"	0	"Anti"
994	"AstraZeneca"	0	"Anti"
994	"Novavax"	0	"Anti"
994	"Bharat Biotech"	0	"Anti"
995	"Johnson & Johnson"	1	"Pro"
995	"CanSino Biologics"	0	"Pro"
995	"Moderna"	1	"Pro"
995	"Bharat Biotech"	1	"Pro"
995	"Novavax"	1	"Pro"
995	"AstraZeneca"	1	"Pro"
995	"BioNTech/Pfizer"	1	"Pro"
995	"Sinovac"	1	"Pro"
996	"Bharat Biotech"	0	"Neutral"
996	"Sinovac"	0	"Neutral"
996	"Moderna"	1	"Neutral"
996	"BioNTech/Pfizer"	1	"Neutral"
996	"CanSino Biologics"	0	"Neutral"
996	"Johnson & Johnson"	0	"Neutral"
996	"Novavax"	0	"Neutral"
996	"AstraZeneca"	1	"Neutral"
997	"Bharat Biotech"	0	"Anti"
997	"Moderna"	0	"Anti"
997	"Johnson & Johnson"	0	"Anti"
997	"Novavax"	0	"Anti"
997	"CanSino Biologics"	0	"Anti"
997	"Sinovac"	0	"Anti"
997	"BioNTech/Pfizer"	0	"Anti"
997	"AstraZeneca"	0	"Anti"
998	"Novavax"	1	"Neutral"
998	"Johnson & Johnson"	0	"Neutral"
998	"Sinovac"	0	"Neutral"
998	"Bharat Biotech"	1	"Neutral"
998	"AstraZeneca"	0	"Neutral"
998	"Moderna"	0	"Neutral"
998	"BioNTech/Pfizer"	1	"Neutral"
998	"CanSino Biologics"	1	"Neutral"
999	"CanSino Biologics"	0	"Neutral"
999	"Novavax"	0	"Neutral"
999	"Bharat Biotech"	1	"Neutral"
999	"Sinovac"	0	"Neutral"
999	"Johnson & Johnson"	0	"Neutral"
999	"AstraZeneca"	1	"Neutral"
999	"Moderna"	1	"Neutral"
999	"BioNTech/Pfizer"	1	"Neutral"
1000	"BioNTech/Pfizer"	1	"Neutral"
1000	"Moderna"	0	"Neutral"
1000	"Johnson & Johnson"	0	"Neutral"
1000	"CanSino Biologics"	0	"Neutral"
1000	"Novavax"	1	"Neutral"
1000	"Bharat Biotech"	1	"Neutral"
1000	"Sinovac"	0	"Neutral"
1000	"AstraZeneca"	0	"Neutral"
1001	"CanSino Biologics"	0	"Anti"
1001	"Novavax"	0	"Anti"
1001	"Moderna"	0	"Anti"
1001	"Bharat Biotech"	0	"Anti"
1001	"Johnson & Johnson"	0	"Anti"
1001	"Sinovac"	0	"Anti"
1001	"BioNTech/Pfizer"	0	"Anti"
1001	"AstraZeneca"	0	"Anti"
1002	"Novavax"	1	"Neutral"
1002	"AstraZeneca"	0	"Neutral"
1002	"Moderna"	0	"Neutral"
1002	"Johnson & Johnson"	0	"Neutral"
1002	"Sinovac"	0	"Neutral"
1002	"BioNTech/Pfizer"	1	"Neutral"
1002	"CanSino Biologics"	0	"Neutral"
1002	"Bharat Biotech"	0	"Neutral"
1003	"Bharat Biotech"	0	"Neutral"
1003	"AstraZeneca"	1	"Neutral"
1003	"Sinovac"	0	"Neutral"
1003	"Johnson & Johnson"	1	"Neutral"
1003	"BioNTech/Pfizer"	1	"Neutral"
1003	"Moderna"	1	"Neutral"
1003	"CanSino Biologics"	1	"Neutral"
1003	"Novavax"	1	"Neutral"
1004	"Bharat Biotech"	1	"Anti"
1004	"CanSino Biologics"	0	"Anti"
1004	"Moderna"	1	"Anti"
1004	"Novavax"	1	"Anti"
1004	"AstraZeneca"	0	"Anti"
1004	"Johnson & Johnson"	0	"Anti"
1004	"Sinovac"	0	"Anti"
1004	"BioNTech/Pfizer"	0	"Anti"
1005	"CanSino Biologics"	0	"Neutral"
1005	"Moderna"	0	"Neutral"
1005	"Johnson & Johnson"	0	"Neutral"
1005	"Novavax"	1	"Neutral"
1005	"Bharat Biotech"	1	"Neutral"
1005	"AstraZeneca"	0	"Neutral"
1005	"BioNTech/Pfizer"	0	"Neutral"
1005	"Sinovac"	0	"Neutral"
1006	"Moderna"	0	"Neutral"
1006	"Sinovac"	0	"Neutral"
1006	"Novavax"	0	"Neutral"
1006	"Johnson & Johnson"	0	"Neutral"
1006	"BioNTech/Pfizer"	1	"Neutral"
1006	"AstraZeneca"	1	"Neutral"
1006	"Bharat Biotech"	0	"Neutral"
1006	"CanSino Biologics"	0	"Neutral"
1007	"AstraZeneca"	0	"Neutral"
1007	"Novavax"	1	"Neutral"
1007	"Johnson & Johnson"	0	"Neutral"
1007	"Moderna"	0	"Neutral"
1007	"Sinovac"	1	"Neutral"
1007	"BioNTech/Pfizer"	1	"Neutral"
1007	"Bharat Biotech"	1	"Neutral"
1007	"CanSino Biologics"	1	"Neutral"
1008	"Sinovac"	0	"Neutral"
1008	"Johnson & Johnson"	0	"Neutral"
1008	"CanSino Biologics"	0	"Neutral"
1008	"BioNTech/Pfizer"	1	"Neutral"
1008	"AstraZeneca"	1	"Neutral"
1008	"Bharat Biotech"	0	"Neutral"
1008	"Novavax"	0	"Neutral"
1008	"Moderna"	1	"Neutral"
1009	"BioNTech/Pfizer"	0	"Anti"
1009	"AstraZeneca"	0	"Anti"
1009	"Bharat Biotech"	0	"Anti"
1009	"Sinovac"	0	"Anti"
1009	"Novavax"	0	"Anti"
1009	"Moderna"	0	"Anti"
1009	"Johnson & Johnson"	0	"Anti"
1009	"CanSino Biologics"	0	"Anti"
1010	"Sinovac"	0	"Neutral"
1010	"Novavax"	0	"Neutral"
1010	"AstraZeneca"	1	"Neutral"
1010	"Moderna"	0	"Neutral"
1010	"Johnson & Johnson"	0	"Neutral"
1010	"CanSino Biologics"	0	"Neutral"
1010	"Bharat Biotech"	0	"Neutral"
1010	"BioNTech/Pfizer"	1	"Neutral"
1011	"AstraZeneca"	1	"Pro"
1011	"BioNTech/Pfizer"	1	"Pro"
1011	"Novavax"	1	"Pro"
1011	"Sinovac"	0	"Pro"
1011	"Moderna"	0	"Pro"
1011	"Bharat Biotech"	1	"Pro"
1011	"Johnson & Johnson"	1	"Pro"
1011	"CanSino Biologics"	0	"Pro"
1012	"Novavax"	1	"Neutral"
1012	"BioNTech/Pfizer"	1	"Neutral"
1012	"CanSino Biologics"	0	"Neutral"
1012	"Bharat Biotech"	1	"Neutral"
1012	"Johnson & Johnson"	0	"Neutral"
1012	"Sinovac"	0	"Neutral"
1012	"Moderna"	1	"Neutral"
1012	"AstraZeneca"	1	"Neutral"
1013	"Bharat Biotech"	1	"Pro"
1013	"CanSino Biologics"	0	"Pro"
1013	"BioNTech/Pfizer"	1	"Pro"
1013	"Moderna"	1	"Pro"
1013	"Sinovac"	0	"Pro"
1013	"AstraZeneca"	1	"Pro"
1013	"Novavax"	0	"Pro"
1013	"Johnson & Johnson"	0	"Pro"
1014	"Sinovac"	0	"Neutral"
1014	"Moderna"	1	"Neutral"
1014	"Bharat Biotech"	1	"Neutral"
1014	"CanSino Biologics"	1	"Neutral"
1014	"BioNTech/Pfizer"	0	"Neutral"
1014	"AstraZeneca"	0	"Neutral"
1014	"Johnson & Johnson"	0	"Neutral"
1014	"Novavax"	1	"Neutral"
1015	"Novavax"	1	"Neutral"
1015	"Moderna"	1	"Neutral"
1015	"CanSino Biologics"	1	"Neutral"
1015	"Sinovac"	0	"Neutral"
1015	"Johnson & Johnson"	0	"Neutral"
1015	"AstraZeneca"	0	"Neutral"
1015	"Bharat Biotech"	0	"Neutral"
1015	"BioNTech/Pfizer"	1	"Neutral"
1016	"Johnson & Johnson"	1	"Neutral"
1016	"Bharat Biotech"	1	"Neutral"
1016	"Moderna"	1	"Neutral"
1016	"Sinovac"	0	"Neutral"
1016	"BioNTech/Pfizer"	1	"Neutral"
1016	"Novavax"	1	"Neutral"
1016	"CanSino Biologics"	0	"Neutral"
1016	"AstraZeneca"	1	"Neutral"
1017	"Sinovac"	0	"Anti"
1017	"Novavax"	0	"Anti"
1017	"CanSino Biologics"	0	"Anti"
1017	"Johnson & Johnson"	0	"Anti"
1017	"Bharat Biotech"	0	"Anti"
1017	"BioNTech/Pfizer"	0	"Anti"
1017	"Moderna"	0	"Anti"
1017	"AstraZeneca"	0	"Anti"
1018	"Johnson & Johnson"	0	"Neutral"
1018	"BioNTech/Pfizer"	0	"Neutral"
1018	"AstraZeneca"	0	"Neutral"
1018	"Bharat Biotech"	0	"Neutral"
1018	"Sinovac"	0	"Neutral"
1018	"Moderna"	0	"Neutral"
1018	"CanSino Biologics"	0	"Neutral"
1018	"Novavax"	0	"Neutral"
1019	"BioNTech/Pfizer"	0	"Anti"
1019	"Johnson & Johnson"	0	"Anti"
1019	"Moderna"	0	"Anti"
1019	"Novavax"	0	"Anti"
1019	"Bharat Biotech"	0	"Anti"
1019	"CanSino Biologics"	0	"Anti"
1019	"AstraZeneca"	0	"Anti"
1019	"Sinovac"	0	"Anti"
1020	"Johnson & Johnson"	1	"Neutral"
1020	"AstraZeneca"	0	"Neutral"
1020	"CanSino Biologics"	0	"Neutral"
1020	"Bharat Biotech"	0	"Neutral"
1020	"BioNTech/Pfizer"	1	"Neutral"
1020	"Moderna"	1	"Neutral"
1020	"Novavax"	1	"Neutral"
1020	"Sinovac"	0	"Neutral"
1021	"Moderna"	1	"Pro"
1021	"BioNTech/Pfizer"	1	"Pro"
1021	"CanSino Biologics"	0	"Pro"
1021	"Johnson & Johnson"	0	"Pro"
1021	"Sinovac"	0	"Pro"
1021	"Bharat Biotech"	0	"Pro"
1021	"Novavax"	0	"Pro"
1021	"AstraZeneca"	0	"Pro"
1022	"BioNTech/Pfizer"	0	"Anti"
1022	"Novavax"	0	"Anti"
1022	"Moderna"	0	"Anti"
1022	"CanSino Biologics"	0	"Anti"
1022	"Sinovac"	0	"Anti"
1022	"AstraZeneca"	0	"Anti"
1022	"Johnson & Johnson"	0	"Anti"
1022	"Bharat Biotech"	0	"Anti"
1023	"BioNTech/Pfizer"	0	"Anti"
1023	"Novavax"	0	"Anti"
1023	"AstraZeneca"	0	"Anti"
1023	"CanSino Biologics"	0	"Anti"
1023	"Sinovac"	0	"Anti"
1023	"Moderna"	0	"Anti"
1023	"Johnson & Johnson"	0	"Anti"
1023	"Bharat Biotech"	0	"Anti"
1024	"Sinovac"	0	"Neutral"
1024	"Johnson & Johnson"	0	"Neutral"
1024	"AstraZeneca"	0	"Neutral"
1024	"Novavax"	0	"Neutral"
1024	"BioNTech/Pfizer"	0	"Neutral"
1024	"CanSino Biologics"	0	"Neutral"
1024	"Bharat Biotech"	1	"Neutral"
1024	"Moderna"	1	"Neutral"
1025	"Moderna"	0	"Anti"
1025	"BioNTech/Pfizer"	0	"Anti"
1025	"AstraZeneca"	0	"Anti"
1025	"CanSino Biologics"	1	"Anti"
1025	"Sinovac"	0	"Anti"
1025	"Bharat Biotech"	1	"Anti"
1025	"Johnson & Johnson"	0	"Anti"
1025	"Novavax"	1	"Anti"
1026	"AstraZeneca"	0	"Anti"
1026	"BioNTech/Pfizer"	0	"Anti"
1026	"CanSino Biologics"	0	"Anti"
1026	"Johnson & Johnson"	0	"Anti"
1026	"Moderna"	0	"Anti"
1026	"Novavax"	0	"Anti"
1026	"Sinovac"	0	"Anti"
1026	"Bharat Biotech"	0	"Anti"
1027	"AstraZeneca"	1	"Anti"
1027	"Moderna"	0	"Anti"
1027	"CanSino Biologics"	0	"Anti"
1027	"Bharat Biotech"	1	"Anti"
1027	"Johnson & Johnson"	1	"Anti"
1027	"Sinovac"	0	"Anti"
1027	"BioNTech/Pfizer"	1	"Anti"
1027	"Novavax"	0	"Anti"
1028	"AstraZeneca"	0	"Anti"
1028	"Bharat Biotech"	0	"Anti"
1028	"Sinovac"	0	"Anti"
1028	"CanSino Biologics"	0	"Anti"
1028	"Moderna"	0	"Anti"
1028	"Novavax"	0	"Anti"
1028	"BioNTech/Pfizer"	0	"Anti"
1028	"Johnson & Johnson"	0	"Anti"
1029	"CanSino Biologics"	0	"Anti"
1029	"AstraZeneca"	0	"Anti"
1029	"Moderna"	0	"Anti"
1029	"BioNTech/Pfizer"	0	"Anti"
1029	"Novavax"	0	"Anti"
1029	"Johnson & Johnson"	0	"Anti"
1029	"Sinovac"	0	"Anti"
1029	"Bharat Biotech"	0	"Anti"
1030	"BioNTech/Pfizer"	1	"Neutral"
1030	"Sinovac"	1	"Neutral"
