text,labels
The problem is because of the politicalizing of the vaccine while the numbers presented were interesting I do not trust any of the governmental or commercial sources of the data presented. Rather than saying the data was gathered from flyers etc. you should ask the participants to assume the data is factual100% accurate. Based on my study of the published scientific data and available reported statistics the effectiveness numbers presented in this study are over inflated while the data presented on the risks is under reported.,0.0
I made my decision on how bad the side effects were and how many people it effected. It was okay in my opinion if there were bad side effects as long as the risk for me getting them were low. If the chances of getting the Covid-19 was very low than I thought one was a good option to get.,0.5
"I liked the idea of more than half the people having a positive outcome... being more than half were protected, more than half had lesser effects or more than half not having severe effects.",0.625
No I was upset to find out that there were blood clots as a side effect given the fact that I have sickle cell trait and generally need to watch out for blood clots I also had issues with my heart and there are some conditions where information would be bad for me even cause death.,0.5
na,0.5
"I honestly did a lot of research before I got vaccinated. I truly did not want to get a vaccine but I felt forced to do it since I wasn't able to travel without a vaccine cards. The vaccine also became a requirement at work. However, my decision on which vaccine I received was based on feedback and stories I heard from family members and their personal experiences. I am unare of any long-term side effects",0.25
I am very concerned about the side effects.  I have had COVID and feel that it is not that serious for me personally.  I would rather not risk the more serious side effects.,0.0
"Moderna appears to be the safest, most viable vaccine against COVID19. For this reason, I was more unwilling to pursue other vaccines. This search behavior was related to opportunity cost.",0.375
Higher rates on the benefits and lower numbers on the negatives.,0.75
no,0.125
How severe the side effects were.,0.375
Assessing various side effect risks vs benefits,0.25
"I mainly considered the possible side effects and manufacturer of the vaccine.  I'd rather avoid any side effects that can lead to major health problems.  In terms of manufacturer, I'd generally put my trust in companies that I've heard from the news and is made in the country I live in.",0.375
No,0.75
"I cared mostly about the risks of severe side effects, and I also cared about the type of technology used.  I would describe myself as fearing of serious and long-term side effects and unknowns.",0.25
There were no specific reason. I just like to use the vaccines that are being administered in U.S.A and were proven to be effective.,0.625
"I just looked at the pros and cons of it, but either way I know I would never get any of the vaccines because I do not need it and I do not know what the short or long term effects of it will have on my body.",0.0
"Yes, I chose by effectiveness and chance to get a severe ailment such as heart problems, death etc",0.375
"I judged the probability of infection sever infection against the estimated numbers for sever side effects.  Generally if the side effect(s) only numbered in the hundreds per thousands patient populations, I chose to be vaccinated.",0.625
I generally looked at effectiveness of warding off the virus as well as the severity of side effects.,1.0
I searched for side effects and for which ones were being promoted by doctors,0.125
I have searched the risks and benefits of getting the vaccines. I have also searched how likely it is for Covid-19 to cause sever illness and death.,0.625
"I looked at the effectiveness of each of the three benefits of the vaccine. I was leary if the rate of infection percentage fell below 78%. When considering side effects,  I have chronic nerve pain and muscle pain already. I did not want to risk having it increase. Blood clots and facial paralysis were definitely a deal-breaker. I have had Bell's Palsy before. It didn't matter how effective they were, I didn't want to risk those specific side effects. Somebody has to be in the numbers who get those side effects, I don't want it to be me. The mRNA vaccines seemed to have the least potential side effects for me. I didn't worry too much about the heart inflammation since I don't have heart issues, and the incidence of adverse side effects, on the whole were very low.",0.375
"Mostly just by the side effects, because lots of people will be taking the vaccines so many people will be affected. Also, whether or not the bad symptoms outweighed the good ones.",0.375
My search behavior was based on the side effects of the vaccine I preferably do not want to have,0.125
"I looked at all of the information that was presented, but there are certain side effects that make me more hesitant to get certain vaccines, such as blood clots or paralysis. Even though the risk is still small, I am not particularly concerned about COVID, so I don't feel it's worth even a small risk. I would be very willing to get one of the other vaccines that do not seem to have any side effects that I would considered severe or overly concerning.",0.375
"I didn't research them with anything other than the information that was presented to me under the black squares. I paid most attention to the effectiveness of the vaccine and how serious the side effects were themselves, regardless of how many people it affected in some cases.",0.375
No,0.875
I mostly looked at the side effects and the amount of people that got affected by it.,0.875
I just looked at all of the factors but was more concerned with the bad side effects rather than effectiveness of the vaccine,0.5
Covid is not as severe as they made it out to be and they fast tracked the vaccine without hardly any research,0.0
no reasons,0.375
"No, there were no specific reasons for how I searched for information in that task. I looked through every choice one by one, and usually from the top choice to the bottom.",0.25
I will not ever get the vaccine nor will my children.,0.125
I have family members suffering due to the vaccine that they took. That was enough to scare me and not want to get vaccinated.,0.125
How bad the side effects were and how effective the vaccine was.,0.625
No. I just did the math on the amount of people that had bad side effects and most were less than 1%,1.0
I mainly focused on the country of origin as well as the percentage of risks.,0.375
I viewed the same information about all of the vaccines and weighed that information equally,0.75
mainly looked at the side effects,0.25
I mainly wanted to avoid the vaccines with more sever side effects. I also avoided the vaccines with low effectiveness.,0.5
I didn't do research because I wasn't interested in getting the vaccine.,0.0
nan,0.75
No.,0.25
"I looked a lot at the side effects and how many people out of 1,000,000 had reported those side effects",0.5
I am opposed to the vaccine and would not choose to be vaccinated with any option.,0.0
Did not want serious side effects.,0.25
I primarily focused on the protection effectiveness. Depending on the severity of the side-effects I weighed if the protectiveness was worth the side effects.,0.5
"I did not search much, but came across information and used my own personal feelings.",0.125
"No, not really. I paid a lot of attention to the news, and I would occasionally look up the vaccines for my own general knowlwdge.",0.75
"The specific reasons I searched for information was mainly based upon comparing the number of people involved with the associated risks and comparing that to the percentage of effectiveness for the benefits. If there were side effects that had several thousands of people experiencing negative side effects, that tended to sway me from selecting yes for those vaccines. The level of seriousness of possible side effects also tended to sway my decisions, because some vaccines had high numbers people experiencing side effects that were in my opinion less serious but other vaccines had low numbers of people experiencing side effects that I considered very serious. I would characterize my search behavior as comparing risks for the side effects. Regardless of high effectiveness rates for benefits, vaccines with either serious side effects that were possible or vaccines with less serious side effects that were common tended to result in me being unwilling to get them.",0.375
"I just looked at the risks of every vaccine and the percentage of people that suffered those risks, then I looked at the effectiveness of each vaccine against COVID death",0.375
The biggest factor is the country that created the vaccine. I would be more likely to chose a vaccine created in American versus one made in either China or India.,0.375
The vaccine is to new to be able to trust totally. So being said i am against taking he vaccine.,0.0
I wanted one of the more popular vaccines that people I knew had previously.,0.625
my choices mostly depend on the risk frequency,0.625
Mainly focused on the symptoms the vaccines may cause. I have to be cautious about any kind of vaccines or medicine that causes headaches and will never take anything that may cause blood clots or inflamation of the heart membrane.,0.0
No,0.5
I looked at the side effects mostly but also how well the vaccines protected against Covid-19.,0.0
no,0.625
"I looked at all the data presented in this study and looked at the numbers in great detail.  Most of the information now on vaccines is misinformation.   To give you an idea why, Pfizer work hard with the courts to hide all data on the trial studies and wanted to keep this information from the public for 75 years!  The courts struck down Pfizer's request and was ordered to release information on the trial studies, 500 pages at a time.  In this information, they listed 1,195 known side affects from their vaccine.  I know much more than the average person on vaccines and I have read many studies from the US and internationally on Covid-19.  Here is what I found out with my investigation.   The Covid-19 vaccine is not a vaccine from Pfizer but an experimental gene therapy.  Animals who where first given the covid-19 vaccine in the beginning trials all died.  This vaccine is not approved and has not been  tested on humans before vaccination began.  We also do not know the long term effects of this gene therapy because it takes 8-10 years to complete long term studies.  The Covid-19 is a real virus and it can kill some older people as well as people who have a compromised Immune systems.  Covid-19 has been around since the 1970's, but not in this form.  Covid-19 has been weaponized and was created in a lab in China.  What makes this virus unique is that it has a very high rate of gain of function with spiked proteins, meaning it can spread very easily and very fast.  The person who discovered Aids has published several papers on Covid-19.  He is a top scientist and virologists.  After looking at the virus under a microscope, he found it to be a virus with five different strains in it.  It also has as an HIV delivery system.  There can be no vaccine made to counter this.  This Covid-19 virus is in the Influenza, cold, flu, and pneumonia family.  This virus mutates quickly.  It is impossible to find a vaccine that will work with Covid-19 because it changes so fast.  And like the common cold, it is impossible to find a working vaccine for this strain, because there are thousands of strains.",0.0
"If there were severe outcomes to getting the vaccine, then that would be a deal breaker.",0.125
I was already very familiar with most of the vaccines and didn't feel the need to search any additional information. I would not get any of them regardless of any presented information.,0.0
I searched by effectiveness. Positive,0.75
"Nothing specific, read and followed instructions",0.25
The side effects outweigh the benefits,0.0
I did not search.,0.25
I didn't need to search for information. The virus has a 99.9% survival rate. I don't need to get vaccinated against the common cold.,0.0
I'm immune comprised so that pretty much gives me a reason,0.625
General search with insurance help,0.625
"I didn't search. I simply read ALL The information that was available for each vaccine in the study.nnAlso, in the pay section, I chose $1 or $0 for ALL of them. I wasn't not giving a good effort in fact,, the opposite. I was being honest and truthful. I would not pay to get a vaccine.  I would not pay to not get a vaccine, I simply wouldn't get it and wouldn't need to pay.",0.5
No,0.75
I was just looking to see if there were any deadly side effects,0.5
First I looked at risks. Then effectiveness. I prefer not to take anything with potential severe risks.,0.25
"The only reason I would get a covid shot is if it was required to get into a concert that I planned on going to. I dont care how effective it is, I dont care what shot it is, just that its one and done.",0.375
Percentage and severity of side affects.,0.625
I compared the benefits and the risks and picked the one I would do.,0.375
I primarily looked at the likelihood of experiencing what I consider to be the most severe side effects.,0.625
Looked at how severe the discomfort would be against the amount of safety it provides.,0.75
"No, I reviewed all details in the order that they were presented. It threw me for a second the first time benefitsside effects switched sides, so I made sure to look at the groupings each time.",0.5
Looking at the overall side effects combined with the effectiveness,0.625
I looked at all the information and tried to decide which ones I would have the least amount of trouble from.,0.375
I let the side effects be the basis of most of my decisions.,0.0
nan,0.375
"I looked at the side effects first and decided whether or not I would get the vaccine. If side effect that I would not comprise with had a good chance, then I would not get the vaccine.",0.25
Just spoke to my PCP,0.625
i personally just dont believe in the vaccines,0.0
"I think I was mostly benefits-oriented in looking at the information. If I'm seeing 90%+ protection I'm more likely to tolerate some risk vs. if the benefits are in the 70's% or lower. The exception to that was, I think, the Indian vaccine because it was an inactivated virus vaccine which I personally feel more comfortable with since the technology has been around for a lot longer. One of the risks you didn't list was potential future complications from the nature of mRNA vaccines, if any. That entered into my mind a little. But overall, if I saw really good protection numbers I weighed those heavily against possible negative outcomes.",0.625
I just compared them and made the decisions that I made. I characterize them as normal I thinking.,0.375
I based my responses on the percentages given and the severity of the side effectsrisks of getting the vaccines.,0.375
"I found myself re-checking the probabilities for the risks as I re-evaluated the negative event. For example, with the severe muscle pain, I noticed that I had an evolving perception of what this would actualize into. Some memories of experienced pain were more noticeable  at different points and this impacted my willingness to go through re-experiencing the pain levels from this event. The specific events  I equated to severe pain included falling ~50 feet out of a tree, passing gallstones, gout flareup and getting hit by a care. At some point, I also began to worry about the possibility that severe muscle pain is even worse than these experienced events.",0.5
I'm not going to get vaccinated for any reason.,0.0
"I looked first at whether it would protect me. Some I immediately ruled out and didn't need more information. Of those that would protect me well (90% or higher), I analyzed the severe side effects to see how likely it was I'd get them. If not very likely, then I ignored them. If likely, I looked at how bad they would feel compared to COVID.",0.5
avoid companies with a shady past and with known side effects,0.25
there were no specific reasons how i searched for information about the vaccines in this study' i had already researched about vaccines prior to taking this study,0.625
I had no intent on taking any of the vaccines for COVID-19.,0.0
I was paying attention to the side effects in the vaccines.,0.375
I ended up being allowed to work remotely so getting vaccinated seemed like even less of an issues at that point.,0.375
I tried to judge on the effectiveness of the vaccine versus it's side effects. It seems like the non US vaccines were not as effective overall.,0.375
I havent done a lot of research bc I have been fully against it from the start.,0.0
The benefits had to outweigh the potential harm for me. Especially since I have not experienced Covid and I might be the kind of person who is asymptomatic I would not want something that could do me more harm than Covid would.,0.5
No there were not. I have done my research on the vaccines and made my decisions based on the information provided.,0.25
what it would do to my body and effects ect.,0.0
I looked at all the information but I focused on the side effects more then anything.,0.0
No,0.0
"to begin with they changed the definition of a vaccine so that they could call it a vaccine but it is in fact not a vaccine.  they are more like flu shots with tons of boosters.  I had Covid and it didnt effect me too badly.  It seems to be about politics not about trying to find a cure.  We still have no idea what the long term affects are for the vaccine or for Covid.  But i can choose whether i am willing to risk my future and my future children for politics.  The shots from the begining were said to make the symptoms more mild but it does not in fact prevent the spread of Covid.  I am not an antivaxxer.  my children, husband and I are all up to date on vaccines.  We do not get flu shots either.",0.0
I definitely was pretty focused on wanting to get the more effective ones!,0.75
"my initial interest was in the risks, and if they passed my mental screening, i went on to analyze the benefits. i rejected a few that didn't really present significant risks if the likelihood of still getting covid was a little too high for me, personally, to think it was worth the effort. i do think i would have made a few different decisions if i could have seen all of the information at the same time, though, as opposed to having to hover over every single thing separately. there were a few i saw i rejected during the assigning value portion of the study that made me think, why did i reject this?",0.375
No. I used the percentages of risks for side effects and the effectiveness percentages and country of origin and type of vaccine to choose my answers. My search behavior was very carefully.,0.25
"1) Severity of permanent negative side effects (ie; heart problems). 2) Experimental nature of vaccine (ie; mRNA). nI took the Pfizer vaccine because I wanted to travel. A blood clot formed shortly after the first dose but not found until after the second dose. I now must take blood thinners for the rest of my life. Had I known this in advance, I would have waited to take a classic kind of vaccine.",0.375
I just think it is unnecessary for me to get a new vaccine when I am perfectly healthy.,0.0
There was not any specific reason. I would characterize my search behavior in line with searching for side effects vs efficiency,0.0
I assessed the risks and judged by the attack vector.,0.5
I don't believe mRNA technology is a vaccine so I won't take it. I won't take any vaccine coming out of China.,0.5
Even the chance of developing a severe complication was enough for me to determine it wasn't for me.,0.125
"No I have looked into it before but honestly this is like any vaccine, it helps but no one really knows how much.  There is no way to tell how it will or won't so I did read about others reactions to their vaccines but a lot of this went on blind faith.",1.0
I looked for what I thought were more severe negative risks and overall effectiveness of the vaccine.,0.625
"I wanted to know if I'd have ongoing health issues, not just temporary discomfort.",0.125
"I looked at the facts presented for each type and if anything was below 65%, I had to decide if the other percentag made up for it.",0.75
"There was no specific reason for how I searched for the information, I just chose what my gut told me. I am neutral about getting vaccines but a little more leaning for in favor any vaccine that will help people with the diseases.",0.75
"dont believe in any of the covid vaccines, so i didnt have to search too far",0.0
"If there were any severe risks like the immune system attacking nerves or the heartmembrane inflammation one they made me automatically want to reject the vaccine just on the slim chance that I happened to be one of the 25 in a million that got it because of it's severity. Things that were expected outcomes of a vaccine like muscle soreness, tiredness, or fevers I didn't have much a problem with because some vaccines do use part of the virus itself.",0.375
Im personally against the covid vaccination I personally wouldnt get it myself I have researched many web pages that show negative out comes due to the vaccination.,0.0
"In the beginning, I listen to news channels like msnbc and fox to get outlooks on both perspectives of the vaccine. Afterwards, I started to research stories regarding those who have experienced negative side effects. I would characterize my intial search as open-minded.",0.125
No reason except rates of severe side effects,0.25
"If the side effects were severe enough or frequent enough that I felt they outweighed the benefit, I would choose not to take it.",0.125
I browsed the different stats but have no faith in their veracity. I knew going in that I would select no for every vaccine. There is just no getting around the fact that it is literally impossible for the appropriate amount of research data exists based on how every other drug trial is performed. It will be years of research before I'd even consider the vaccines to potentially be as safe as they are claimed to be.,0.0
i just looked at all the information,0.5
"Of course, I favored vaccines that provide good protection and with minimal side effects.",0.5
I just listened to other peoples opinons on it and the what I heard about it online and formed my own opinion.,0.5
"I wouldn't say I was very specific but I was looking at the probabilities. Even if the probability is 41,000, it's too much. I could be one of those people. It was mostly that that steered me away from a few. High probability of success was an almost immediate positive, however",0.625
"I honestly first looked at where the vaccine was being produced and then I looked at the name of the company and lasty, I looked at the risks and if the risk outweighed the protection then it was a no.",0.5
I stopped reading about vaccination because I do not trusts what I read.,0.0
i feel that this virus was made just to kill people and lower population,0.5
I chose my answers based on effectiveness.,0.25
I've been against all vaccines for nearly 20 years. I did review the information but it ultimately doesn't change my stance on vaccines in general.,0.0
"I looked at the information provided for each vaccine, but I am against the covid vaccine so whatever information was presented was useless to me.",0.0
Effectiveness was the number one most important thing. Second most important thing was frequency of side effects regardless of what the side effects were.,0.875
I looked at how effective they were in prevention then tried to figure out if the risks were acceptable to me compared to the benefits,0.375
"I had a flu vaccine nine years ago. I developed severe Guillian Barre Syndrome. I was paralyzed neck down. I had extensive physical therapy, plasmaporesis treatments. I am left with muscle weakness, residual symptoms and gastroparesis. I have to have a feeding tube because my stomach is paralyzed. I will take extreme precautions to avoid and protect myself from Covid-19 but since I still have elevated protien in my spinal fluid, I do not feel it is safe to get the covid vaccine. My doctor has advised against it also.",0.0
"I tended to look for the 'negatives' first (i.e. the side effects) and rated them on how severe they were. Regardless if it affected, say, 25 out of 1,000,000 people, if the side effect was something such as a blood clot or facial paralysis, it deterred me from wanting to give that vaccine a chance.",0.5
"I worried mostly about the side effects. I felt worse after getting the vaccine than I did when I got covid, so the vaccines make me nervous personally.",0.5
I mainly looked at the effects that it can have on me and the statistic of its effectiveness (the %). I would characterize my search behavior as analyticalstatistical.,0.375
What do you mean by how I searched for information about the vaccines in the choice task? I guess you meant how I selected the vaccines in the choice task. No particular reasons other than my choices were based on what I know regarding the safety and effectiveness of the vaccines based on news sources I read throughout the months during the pandemic.,0.25
"I looked at who developed the vaccine, the type of vaccine and weighed the side effects risks vs effectiveness of the vaccine. I told myself that anything above $10.00 was too much.",0.75
No. Just took the one available to me so I can try and live a normal life. I will not be receiving any booster vaccines or any more covid vaccines in the future,0.375
I just generally read all the information from left to right. I did not prioritize any category.,0.25
I mostly looked at the side effects and how likely they were. I made my decisions based on the seriousness of the side effects as well as how much protection against disease,0.25
"The thought of blood clots, facial paralysis, and heart problems scares me. I would be hesitant to put myself at risk by receiving such vaccines.",0.625
prioritized what the bad effects were,0.0
I wouldn't want even moderate chances to experience severe discomfort after getting vaccinated.,0.25
was provided free vaccination from my employer and chose to receive it.,0.625
Basing the prices that I would purchase to get the vaccine based on the statewide and national average prices of each vaccine brand dose based on its trending averages from the past 2-3 years from 2019-2022.,0.625
"I was very interested in the side effects and the effectiveness. Those things affected my opinions a lot. I'm going to get vaccinated after I have a physical just to make sure that there are no complications. My two sons had Covid-19, so I think it is important to be vaccinated.",0.5
I would avoid extreme discomfort,0.5
Efficacy vs risks,0.5
I avoided vaccines made in China,0.75
"I did check the side effects and benefits, but quickly however, since I am already against the vaccine, so my mind was made up.",0.0
"I weighed the minimal risks against the minimal benefits, for me there are no real benefits, so any risk outweighs them.",0.0
I looked at the overall harms versus the claimed benefits of each vaccine.,0.0
"I looked for information from credible pharmaceutical regulators in the US, such as the FDA, in order to ensure the vaccine is safe and effective prior to getting the vaccine.",0.5
I gave heavy weight on the type of vaccine first. I felt safest with mRNA vaccines since they did not contain viral proteins at all. I then looked for vaccine effectiveness. I also looked for severe abnormalities that may cause death like blood clots.,0.25
"Where it originated, what the side effects were, and how effective they were",0.0
Not particularly. I mostly agnostic where Covid is concerned. I've had it and it wasn't fun but I've definitely been sicker for longer amounts of time. The people I've known who have been hit really bad by it - vaxxed and not vaxxed - had so many health problems to being with that Covid was just the straw that broke them.,0.25
I would say my behavior was solely based on the fact that I do not believe in the vaccines themselves as worth the risk.,0.0
I researched the worst case senarios that resulted from vaccinations. What I found out was troubling and I regret getting the vaccination when I did. There are some health risks in the future that might come up as a result of the vaccine that will cause many more issues than covid-19.,0.0
I need to know all possible side effects.  I have medical issues that could be made worse.,0.0
"Over time I have changed.  At one time I would not have gotten the mRNA vaccines.  Now that time has passed and I see that my friends who got that one are okay, I'm fine with them.  For this, I paid attention the number of people with severe side effects more than the benefits.  I'm not sure I want one made in China, either.  I missed one by accident, but the other I caught and declined.",0.875
I looked at the benefits first and then the side effects,0.0
No. I wouldn't get any Covid vaccine.,0.0
Gut instincts paired with what I consider acceptable numbers on such a new vaccine.,0.0
I would characterize it as thorough. I looked through every box to see if any interesting info showed under the details.,0.0
I have personally known 4 people who have had serious side effects from the vaccine such as strokes and seizures. I do not believe that it is safe. I have seen these side effects personally in my friends and family so I know they exist,0.0
There were no specific reasons that I can think of. I only searched for a vaccine when it threatened my job status.,0.5
There was nothing specific.,0.0
"No, I just looked at all of the information provided and made my decision based on that.",0.125
i looked at all the negative side affects of the vaccine and looked at all the positives and weighed them pros and cons.,0.0
I wanted to know everything. I needed to have all the information before I could make a good decision.,0.375
side effects are a big deal to me which is the only reason i havent been vaccinated yet. i looked at the potential side effects compared to the percentage of how much the vaccine protects against covid or severe covid,0.625
I just read everything and made an informed decision. I would characterize my search behavior as knowledge seeking.,0.0
Looked at the given information and made my choice.,0.625
I did a lot of research and have friends who have researched it online. Too many serious health issues that come from the vaccines and they do not protect people from covid 19.  I have known people that were vaccinated that received the vaccine and still got covid.,0.0
I looked at the percentages and the number of cases for each side effect,0.0
I looked for which ones had least side effects vs effectiveness,0.125
the vaccince was made far to fast versus any other. i do not believe enough test have been done and from what i have seen it seems almost pointless as i know many who have had covid two or three times and taken it and the boosters. also who knows what it may do to people in the future,0.0
I did not research information while performing this survey.,0.0
I read from various different medial fied experts and look at different studies and data to make the best choice for me,0.0
doctors,0.0
I just went through and read every one offered.,0.0
"From China or mRNA, hard No, regardless of promised benefits. All others, I weighed the risks against the benefits.",0.25
Risk Factors,0.0
No nothing specific. I did try to look for more severe side effects.,0.0
"No, I am pretty familiar with the information about vaccines.",0.0
I would go off the names of the well known companies pushing these vaccines.,0.5
"I knew if I was going to get vaccinated, I would not want any of the technologies except Inactivated Virus.  I looked at the 2 vaccines with that technology and then looked at the side effects.  Sinovac had facial paralysis as a side effect  with 50 out of 1,000,000, so I chose the other Inactivated virus.  I looked at every Vaccine and its' benefits and side effects and after seeing them, I was just as convinced as before the study, that I did not want them injected in my body.",0.125
I searched several news articles about people getting very ill from the vaccine.,0.375
I had a blood clot when I was 29 from my ankle to my groin and three in my left lung that almost killed me. Then at 48 I had another. My grandma and her daughter my aunt both died a little older than I am now with blood clots. I am not willing to take that chance.,0.625
My search behavior was to start with the effectiveness. I then went on to look at the severity of what the side effect was and how common. From there I made my decision. My thought process follows one of not being willing to get a vaccination that could at all cause me to have a life altering side effect. I also chose not to get vaccinated if the side effects were the same I would get if I contracted Covid. I would prefer to suffer those side effects and let my body respond naturally than to put it through any potential other negative side effects.,0.0
No,0.25
"I will never pay to not take a vaccine, its a stupid thing to ask about. Vaccination should be a choice.",0.125
"No, my search behavior is characterized by curiosity.",0.0
Scientific journal articles about specific characteristics of the vaccine and how it works. Case studies of side effects and why they could be linked to vaccine. I casually searched for information against the vaccine to back my opinion,0.0
no,0.0
just read the risk,0.0
I searched intensely for weeks and made up my own opinion about the vaccine,0.125
"Side effects, percentage of effectiveness and risks.",0.0
I looked at the risk for severe side effects the most,0.0
I read through each risk and cases reported and paid attention to manufacturer country and then made my decisions.,0.0
"I received a flu shot a few years back and I still have pain at the injection site.  After my son was born in 2011 I researched all the vaccinations that he was to have and I grew to dislike all the chemicals pumped into his body.  I no longer receive a flu shot.  If covid sticks around for yearsdecades maybe after the covid shot (not vaccine, it is not a vaccine) might be something I would try.  I do research on the negative affects of the shot and do not want to put my family thru that.",0.125
I would not get any vaccine at all. I don't make a lot of money so I can't pay much to not get vaccinated but if I could I would pay as much as possible.,0.0
"I was looking for side effects, country of origin, type of vaccine and overall how trustworthy the pharmaceutical companies seemed.  I then decided if I would be willing to risk having my body injected with each of the different vaccines.",0.0
"I didnt particularly search for info. THe ones that were made in china i automatically said no to, as well as the one from India. I considered the astrazeneca but he high rate of adverse effects made it a no. I also automatically said no to moderna and pfizer",0.125
"No specific reason to how information was viewed.nHowever precent is not really something that matters about side effects as one can never be sure what is triggering the response, it needs to be viewed that you are one jab away from potentially experiencing any listed or even unlisted effect... is it something you are willing to accept and live with.",0.0
I went over each box in order of presentation.,0.0
none I went with word of mouth,1.0
Mostly interested in the protection offered by each vaccine. But I'd accept any of the vaccines because any of them is better than no protection.,1.0
i think it's important to balance the risks and benefits so i looked at the effectiveness against everything and then the risks and just thought about the ones that i would really not want to get (immune system attacking my own body) vs. the ones that i didn't really care about (tiredness),0.625
I focused on the possibilities of severe side effects and the source of the vaccination.,0.5
I searched by results of being vaccinated or  effectiveness,0.625
I looked for vaccines that I frequently hear about (or have heard about in the past). I definitely wouldn't take a vaccine from China or India since the others seem more reputable and more effective.,0.5
"I wanted to avoid severe side effects, and choose the ones with highest efficacy rates",0.375
I thought about how large the benefits were against the possible risks involved.,0.5
"No, I did look for general information and spoke with friends and family about their choices.",0.625
I listened to my instincts. And I responded according to my feelings. this is my request,0.375
"My primary concern was the overall effectiveness of the vaccine. My secondary concern was the likelihood of severe symptoms. Notably, only one vaccine reported an extremely high rate of any real side effects - Moderna suggested that 1 in 10 recipients got severe muscle pain, which wasn't encouraging. However, it was quite effective. I tried to be methodical but I lean heavily toward vaccinations.",1.0
How bad the side effects were. Specifically any that involved the heart. I have health anxiety and thats why I haven't gotten it. I also have a fear of needles. The heart side effect seems to be the worst side effect you can get. After the facial paralysis.,0.25
I wanted to see which ones have the biggest risks and avoid them.,0.5
i wont get vaccinated so my choices were easy.  i scanned the info but the bad outweighs the good,0.0
"Thorough, I wanted as much information as possible.",0.75
No. I would characterize it as thorough.,0.25
I looked at the percentages of how well the vaccine protected you and what the possibilities of side effects.  How the virus was manufactured or where it was made did not make a difference to me.,0.5
I looked at all information available to me.,0.375
I wanted to see what the risk were the most and how many people could be effected then see what the benefits are since to me the risk were the most important factor when making my choices and when looking at the information.,0.75
I have a few health complications that put me in direct jeopardy of heart and blood clotting issues with any of the vaccines. My doctor has currently advised me that the risk they pose to someone with my history isn't worth it.  Until something better comes along or more testing has been done I rely heavily on masking and good overall health practices and quarantining.  if it changes then I am open to trying something safer for myself.  Also if I had to pay to not receive a voluntary vaccine or for a government to force certain health care options on me then it's time for a new government.  That is insanely unethical. coronavirus is just that it's a virus it's not polio.  The flu is also a virus and the flu shot is voluntary.  Society doesn't have any right to force people to make health decisions that is an individual choice.  If a person is dumb enough to make the wrong choice well that's their right to.,0.0
Nope!,0.625
No. Looking for information,0.25
no,0.375
I judged based off side effects and effectiveness the most.,0.125
no,0.5
"No specific reasons, mostly just looked at the vaccine effectiveness and if a side effect seemed severe or not.",0.5
I looked for risks and how well it protected against Covid. Why get the vaccine is the risks outweighs being protected. Why get the vaccine if there is a larger change of it not protecting you.,0.75
"I did some research on each of the available vaccines, but my primary influence was reading experiences of friends and family and comparing the side effects they experiences with each of the vaccines.",0.625
I carefully evaluated what was presented to me and used my own judgment.,0.375
My main concern were the side effects so that's what I looked at first to determine whether I would get it or not.,0.25
"I got the vaccine because my wife asked me to, and there were certain things that we could not do if we didn't receive it. I got the flu shot once, and within a month I got the flu really bad. My view of these vaccines is not favorable. I caught covid with 3 months of receiving my 2nd shot. I do not like being told that I must get vacciniated.",0.25
I weighed the potential benefit with potential harm,0.25
none,0.5
I looked for the severe side affects,0.875
I admittedly don't have time or honestly the education to read and truly understand peer reviewed studies. I tried to find information from unbiased and trusted sources who reviewed the studies and passed along the information.,0.5
"No, I just don't think these vaccines were researched enough because they were rushed.",0.375
na,0.5
I searched for side effects first. I know that the side effects can be pretty bad sometimes. That is one reason that I chose to not get vaccinated.,0.0
I focused on the side effects more than anything.,0.25
"Ive researched all these vaccines. None of them work, and they all have severe side effects up to and including death",0.0
there was no specific reasons for how i researched the vaccines. i went by general knowledge,0.375
I looked at the risks first then at the benefits of that vaccine; then determined if the risks outweigh the good,0.625
I looked for severe side effects and the efficacy of preventing the disease.  Also I do not want any vaccine from China.,0.625
I weighed risk vs benefit including how likely the reactions would be vs how severe they would be weighed against the level of protections from Covid.,0.5
"I really focused on the overall effectiveness of the vaccine, and if the side-effects were anything less than a moderate discomfort, such as blood clots or paralysis, that vaccine was immediately a no.",0.375
"I am not looking to get the vaccine, we do not know much about the long term effects.",0.375
"I stay current and abreast of information posted on the World Health Organization, the CDC and other national health and world-wide organizations.  Furthermore, I stay on top of the Vaccine Incident Report.  Additionally, there are far too many folk getting this ailment after being fully vaccinated which leads one to question the viability of the information and vaccine. Originally touted as 100% effective...now being told a booster shot will be needed on a regular bases..only increases ones chances to encounter adverse side affects.  No, thank you. I do not plan to pay to have to take nor to avoid taking it...as this matter will soon blow over and we will move on to another world-wide planned disaster from the Apocrypha.",0.0
based on risk. i am extremely risk averse,0.125
I observe how people reacted the getting the vaccine. I made my own choice by not taking it and I am waiting for more data to come out before making such a big decision.,0.0
"No, there was not any specific reasons how I searched for info. I was just checking all the statistics, I didn't believe them necessarily, just checked to see what they were.",0.0
More interested in side-effects than efficacy.,0.0
Anything from China or mRNA was an automatic no. If the vaccine had even a remote chance of doing substantial harm it was an automatic no. Effectiveness did not factor into my decision.,0.25
Looked at the number of people that suffered from the outcomes of the vaccines and what the outcomes were. Also looked at how effective the vaccine was at protecting against getting the virus.,0.375
just not a fan of the vaccine,0.5
